,COD_PRO,COD_SEL,Piles,Columns,Tensioners,Wire_rolls,Isolation,Carbonate,APP_Area,RL_Area,Total_Area,Requires_Carbonate_RL,Requires_Isolation_RL,Group_RL,CultureI_RL,CultureII_RL,Seedlings_RL,Method_RL,Year_RL,Requires_Carbonate_APP,Requires_Isolation_APP,Group_APP,CultureI_APP,CultureII_APP,Seedlings_APP,Method_APP,Year_APP,Year_Selection,Year_Implementation,Concluded_Isolation,Project_Status,Requires_Isolation,Requires_Carbonate
1,PRO0002,SEL0002,104,10,20,3,CONCLUIDO,0.95,1.06,0.0,1.06,0.0,0.0,,0,,0,,2019.0,0.0,0.0,2,A,C,0.0,APP SAF,2019.0,2018.0,2019.0,1,CONCLUIDO,1.0,0.0
2,PRO0003,SEL0003,129,6,25,3,,0.0,3.7,0.0,3.7,0.0,0.0,,0,,0,,2018.0,0.0,0.0,2,A,C,1920.0,APP SAF,2018.0,2018.0,2018.0,0,CONCLUIDO,1.0,0.0
3,PRO0004,SEL0004,204,5,20,4,,0.0,1.22,0.0,1.22,0.0,0.0,,0,,0,,2018.0,0.0,0.0,2,A,C,2500.0,APP SAF,2018.0,2018.0,2018.0,0,CONCLUIDO,1.0,0.0
7,PRO0008,SEL0008,46,3,10,1,CONCLUIDO,0.66,1.0,0.0,1.0,0.0,0.0,,0,,0,,2019.0,0.0,0.0,5,H,,560.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
12,PRO0013,SEL0013,20,3,10,1,,0.0,0.3,0.0,0.3,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,230.0,APP DIV,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
13,PRO0014,SEL0014,99,8,10,3,,0.65,0.53,0.0,0.53,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,1200.0,APP DIV,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
14,PRO0015,SEL0015,0,0,0,0,,0.2,0.0,0.37,0.37,0.0,0.0,1,C,,600,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
15,PRO0016,SEL0016,0,0,0,0,,0.0,0.35,0.2,0.55,0.0,0.0,1,B,,200,RL SAF,2018.0,0.0,0.0,1,C,,0.0,APP SAF,2018.0,2018.0,2018.0,0,CONCLUIDO,0.0,0.0
19,PRO0020,SEL0020,91,6,20,3,CONCLUIDO,0.4,0.62,0.0,0.62,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,C,615.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
21,PRO0022,SEL0022,65,3,10,2,CONCLUIDO,0.75,1.39,0.0,1.39,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,1350.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
22,PRO0023,SEL0023,75,6,15,2,CONCLUIDO,0.5,0.73,0.0,0.73,0.0,0.0,,0,,0,,2019.0,0.0,0.0,2,A,C,890.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
25,PRO0026,SEL0026,107,8,10,3,,275.0,0.0,4.16,4.16,0.0,0.0,5,H,,400,RL DIV,2019.0,0.0,0.0,5,H,,100.0,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
26,PRO0027,SEL0027,103,8,40,3,,450.0,0.39,1.0,1.39,0.0,0.0,5,H,,222,RL DIV,2019.0,0.0,0.0,1,B,,600.0,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
28,PRO0029,SEL0029,0,0,0,0,,700.0,0.0,1.42,1.42,0.0,0.0,1,B,,1500,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
29,PRO0030,SEL0030,0,0,0,0,CONCLUIDO,0.0,0.54,0.0,0.54,0.0,0.0,,,,,,2018.0,0.0,1.0,1,B,,1100.0,APP SAF,2018.0,2018.0,2018.0,1,CONCLUIDO,0.0,0.0
30,PRO0031,SEL0031,30,5,0,1,CONCLUIDO,0.0,0.25,0.0,0.25,0.0,0.0,,,,,,2018.0,0.0,0.0,5,H,,500.0,APP DIV,2018.0,2018.0,2018.0,1,CONCLUIDO,1.0,0.0
32,PRO0033,SEL0033,0,0,0,0,,0.125,1.1,0.0,1.1,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,,APP DIV,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
33,PRO0034,SEL0034,0,0,0,0,CONCLUIDO,0.175,0.5,0.0,0.5,0.0,0.0,,,,,,2019.0,0.0,0.0,1,B,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,0.0,0.0
34,PRO0035,SEL0035,25,3,0,1,,250.0,0.33,2.78,3.11,0.0,0.0,1,A,,360,RL SAF,2019.0,0.0,0.0,5,H,,100.0,APP DIV,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
35,PRO0036,SEL0036,48,5,15,2,CONCLUIDO,0.525,1.33,0.0,1.33,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,900.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
36,PRO0037,SEL0037,0,0,0,0,CONCLUIDO,0.277,3.37,0.0,3.37,0.0,0.0,,0,,0,,2019.0,0.0,0.0,1,A,,500.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,0.0,0.0
37,PRO0038,SEL0038,0,0,0,0,CONCLUIDO,0.277,8.18,0.0,8.18,0.0,0.0,,0,,0,,2019.0,0.0,0.0,1,A,,500.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,0.0,0.0
38,PRO0039,SEL0039,0,0,0,0,CONCLUIDO,0.166,1.52,0.0,1.52,0.0,0.0,,0,,0,,2019.0,0.0,0.0,1,A,,300.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,0.0,0.0
39,PRO0040,SEL0040,0,0,0,0,CONCLUIDO,0.166,1.1,0.0,1.1,0.0,0.0,,0,,0,,2019.0,0.0,0.0,1,A,,,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,0.0,0.0
40,PRO0041,SEL0041,0,0,0,0,CONCLUIDO,0.553,10.6,0.0,10.6,0.0,0.0,2,A,B,1000,RL SAF,2019.0,0.0,0.0,2,A,B,0.0,,2019.0,2019.0,2019.0,1,CONCLUIDO,0.0,0.0
42,PRO0043,SEL0043,0,0,0,0,CONCLUIDO,0.387,2.57,0.73,3.3,0.0,0.0,,0,,0,,2019.0,0.0,0.0,2,A,C,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,0.0,0.0
43,PRO0044,SEL0044,0,0,0,0,CONCLUIDO,0.332,1.24,0.0,1.24,0.0,0.0,,0,,0,,2019.0,0.0,0.0,2,A,B,600.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,0.0,0.0
45,PRO0046,SEL0046,0,0,0,0,CONCLUIDO,0.0,4.0,0.0,4.0,0.0,0.0,1,A,,0,RL SAF,2019.0,0.0,0.0,2,A,C,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,0.0,0.0
46,PRO0047,SEL0047,55,8,15,2,,0.0,0.41,0.0,0.41,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,750.0,APP DIV,2018.0,2018.0,2018.0,0,CONCLUIDO,1.0,0.0
49,PRO0050,SEL0050,56,4,0,2,CONCLUIDO,0.15,0.66,0.0,0.66,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
55,PRO0056,SEL0056,89,2,0,3,CONCLUIDO,0.15,0.84,0.0,0.84,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
57,PRO0058,SEL0058,62,4,0,2,CONCLUIDO,0.1,0.58,0.0,0.58,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
65,PRO0066,SEL0066,13,2,0,1,CONCLUIDO,0.05,0.36,0.0,0.36,0.0,0.0,,,,,,2019.0,0.0,0.0,1,C,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
68,PRO0069,SEL0069,0,0,0,0,,614.0,0.0,1.0,1.0,0.0,0.0,2,B,C,1111,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
73,PRO0074,SEL0074,60,0,0,2,CONCLUIDO,0.55,2.5,0.0,2.5,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,900.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
74,PRO0075,SEL0075,28,3,15,1,CONCLUIDO,0.05,0.15,0.0,0.15,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,80.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
78,PRO0079,SEL0079,48,2,0,1,CONCLUIDO,0.15,0.43,0.0,0.43,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
80,PRO0081,SEL0081,80,5,65,3,CONCLUIDO,0.166,1.23,0.0,1.23,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,200.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
81,PRO0082,SEL0082,0,0,0,0,,0.0,0.0,0.1,0.1,0.0,0.0,1,A,,,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
85,PRO0086,SEL0086,70,8,40,2,CONCLUIDO,0.0,0.85,0.0,0.85,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
86,PRO0087,SEL0087,95,8,40,2,CONCLUIDO,0.0,0.0,0.46,0.46,0.0,0.0,2,A,B,750,RL SAF,2018.0,0.0,0.0,1,A,B,,APP SAF,2018.0,2018.0,2018.0,1,CONCLUIDO,1.0,0.0
87,PRO0087,SEL0088,0,0,0,0,,0.0,0.91,0.0,0.91,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
93,PRO0093,SEL0094,28,3,10,0,CONCLUIDO,0.125,0.15,0.0,0.15,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,200.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
94,PRO0094,SEL0095,428,15,40,11,A FAZER,1.5,0.63,0.0,0.63,0.0,0.0,5,H,,,RL DIV,2019.0,0.0,0.0,5,H,,,APP DIV,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
95,PRO0095,SEL0096,0,0,0,0,,0.0,1.59,0.0,1.59,0.0,0.0,,0,,0,,2019.0,0.0,0.0,5,H,,2000.0,APP DIV,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
96,PRO0096,SEL0097,0,0,0,0,,0.2,0.5,0.0,0.5,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
97,PRO0097,SEL0098,78,5,40,2,A FAZER,0.45,2.93,0.0,2.93,0.0,0.0,,0,,0,,2019.0,0.0,0.0,5,H,,300.0,APP DIV,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
98,PRO0098,SEL0099,12,0,0,1,CONCLUIDO,0.2,0.23,0.0,0.23,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,350.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
99,PRO0099,SEL0100,60,6,0,0,A FAZER,0.5,1.21,0.0,1.21,0.0,0.0,5,H,,0,RL DIV,2019.0,0.0,0.0,5,H,,1155.0,APP DIV,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
100,PRO0100,SEL0101,100,6,25,3,CONCLUIDO,0.2,2.9,0.0,2.9,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
101,PRO0101,SEL0102,0,0,0,0,,0.0,0.0,2.2,2.2,0.0,0.0,5,H,,1200,RL DIV,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
103,PRO0103,SEL0104,60,0,0,1,CONCLUIDO,0.325,1.63,0.0,1.63,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,600.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
104,PRO0104,SEL0105,80,9,10,3,CONCLUIDO,0.8,1.88,0.0,1.88,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,1600.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
105,PRO0105,SEL0106,188,4,20,4,CONCLUIDO,0.8,0.79,1.46,2.25,0.0,0.0,5,H,,,RL DIV,2019.0,0.0,0.0,5,H,,900.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
107,PRO0107,SEL0108,130,0,0,2,CONCLUIDO,0.35,1.84,0.0,1.84,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,350.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
108,PRO0110,SEL0109,170,0,0,0,CONCLUIDO,0.0,3.28,0.0,3.28,0.0,0.0,2,B,C,,RL SAF,2018.0,0.0,0.0,2,B,C,,APP SAF,2018.0,2018.0,2018.0,1,CONCLUIDO,1.0,0.0
110,PRO0112,SEL0111,70,6,30,2,CONCLUIDO,0.0,0.26,0.0,0.26,0.0,0.0,,,,1500,RL DIV,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,1,CONCLUIDO,1.0,0.0
111,PRO0113,SEL0112,112,10,40,3,CONCLUIDO,0.95,3.13,0.0,3.13,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,1400.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
112,PRO0114,SEL0113,95,8,20,3,CONCLUIDO,0.393,1.52,0.0,1.52,0.0,0.0,2,A,B,,RL SAF,2019.0,0.0,0.0,2,A,B,710.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
117,PRO0118,SEL0118,69,5,20,2,CONCLUIDO,0.65,0.31,0.0,0.31,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,1264.0,APP SAF,2019.0,2019.0,2019.0,1,ATIVO,1.0,0.0
118,PRO0119,SEL0119,23,2,0,1,CONCLUIDO,0.05,0.1,0.0,0.1,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,50.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
119,PRO0120,SEL0120,27,2,0,1,CONCLUIDO,0.15,0.11,0.0,0.11,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,B,130.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
120,PRO0121,SEL0121,78,3,0,2,PARCIAL,0.3,0.48,0.0,0.48,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,552.0,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
121,PRO0122,SEL0122,124,8,0,4,CONCLUIDO,0.5,0.42,0.0,0.42,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,800.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
122,PRO0123,SEL0123,180,8,0,5,CONCLUIDO,0.3,4.8,0.0,4.8,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
124,PRO0125,SEL0125,154,5,0,4,CONCLUIDO,0.25,1.01,0.0,1.01,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,C,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
126,PRO0127,SEL0127,24,2,0,1,CONCLUIDO,0.05,0.12,0.0,0.12,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
127,PRO0128,SEL0128,43,2,0,2,CONCLUIDO,0.1,0.17,0.0,0.17,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,200.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
129,PRO0130,SEL0130,112,4,0,2,CONCLUIDO,0.4,0.71,0.0,0.71,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,700.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
130,PRO0131,SEL0131,84,5,0,2,CONCLUIDO,0.1,2.44,0.0,2.44,0.0,0.0,,,,,,2019.0,0.0,0.0,1,C,,170.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
131,PRO0132,SEL0132,310,16,0,9,CONCLUIDO,0.05,2.87,0.0,2.87,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,100.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
132,PRO0133,SEL0133,310,6,0,8,CONCLUIDO,0.2,2.38,0.0,2.38,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,200.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
133,PRO0134,SEL0134,16,2,0,1,CONCLUIDO,0.05,0.1,0.0,0.1,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,40.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
137,PRO0138,SEL0138,0,0,0,0,,0.0,0.04,0.0,0.04,0.0,0.0,,,,,,2018.0,0.0,0.0,1,A,,200.0,APP SAF,2018.0,2018.0,2018.0,0,CONCLUIDO,0.0,0.0
139,PRO0139,SEL0140,96,3,0,3,CONCLUIDO,0.2,0.46,0.0,0.46,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,400.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
140,PRO0140,SEL0141,94,5,0,3,A FAZER,150.0,0.78,0.0,0.78,0.0,0.0,,,,,,2019.0,0.0,0.0,1,C,,275.0,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
141,PRO0141,SEL0142,104,6,0,3,CONCLUIDO,0.3,0.9,0.0,0.9,0.0,0.0,,,,,,2019.0,0.0,0.0,1,C,,520.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
146,PRO0146,SEL0147,76,4,0,3,A FAZER,0.3,0.56,0.0,0.56,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,C,,APP SAF,2019.0,2019.0,2019.0,0,ATIVO,1.0,0.0
148,PRO0148,SEL0149,164,8,0,5,CONCLUIDO,0.05,2.2,0.0,2.2,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
150,PRO0150,SEL0151,22,2,0,1,CONCLUIDO,0.0,0.33,0.0,0.33,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
159,PRO0158,SEL0160,107,4,0,3,CONCLUIDO,0.2,0.68,0.0,0.68,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,B,400.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
160,PRO0159,SEL0161,80,2,7,2,CONCLUIDO,0.05,3.21,0.0,3.21,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
161,PRO0160,SEL0162,361,24,0,12,CONCLUIDO,0.2,4.56,0.0,4.56,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,320.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
166,PRO0165,SEL0167,100,6,0,3,PARCIAL,0.05,0.97,0.0,0.97,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
172,PRO0171,SEL0173,0,0,0,0,,0.0,0.17,0.0,0.17,0.0,0.0,1,A,,,,2018.0,0.0,0.0,1,A,,200.0,APP SAF,2018.0,2018.0,2018.0,0,CONCLUIDO,0.0,0.0
173,PRO0172,SEL0174,0,0,0,0,,0.0,0.16,0.0,0.16,0.0,0.0,1,A,,,,2018.0,0.0,0.0,1,A,,330.0,APP SAF,2018.0,2018.0,2018.0,0,CONCLUIDO,0.0,0.0
183,PRO0181,SEL0184,60,3,20,2,CONCLUIDO,0.15,0.53,0.0,0.53,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
185,PRO0183,SEL0186,16,2,0,1,CONCLUIDO,0.05,0.11,0.0,0.11,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,B,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
186,PRO0184,SEL0187,37,2,0,1,CONCLUIDO,0.05,0.19,0.0,0.19,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,C,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
188,PRO0186,SEL0189,266,14,0,7,PARCIAL,0.2,1.72,0.0,1.72,0.0,0.0,,,,,,2019.0,0.0,0.0,2,B,C,,APP SAF,2019.0,2019.0,2019.0,0,ATIVO,1.0,0.0
190,PRO0188,SEL0191,74,3,0,2,CONCLUIDO,0.15,0.48,0.0,0.48,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
191,PRO0189,SEL0192,0,0,0,0,,0.0,0.2,0.0,0.2,0.0,0.0,,,,,,2018.0,0.0,0.0,1,B,,,APP SAF,2018.0,2018.0,2018.0,0,CONCLUIDO,0.0,0.0
192,PRO0190,SEL0193,55,3,50,2,CONCLUIDO,0.1,0.35,0.0,0.35,0.0,0.0,,,,,,2019.0,0.0,0.0,1,B,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
195,PRO0193,SEL0196,110,4,0,3,CONCLUIDO,0.2,0.29,0.0,0.29,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,B,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
196,PRO0194,SEL0197,56,4,0,2,CONCLUIDO,1100.0,2.47,0.0,2.47,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
197,PRO0195,SEL0198,21,2,0,1,CONCLUIDO,0.05,0.12,0.0,0.12,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
198,PRO0196,SEL0199,46,2,0,2,CONCLUIDO,0.15,0.36,0.0,0.36,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
199,PRO0197,SEL0200,96,4,0,3,CONCLUIDO,0.45,0.66,0.0,0.66,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,C,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
200,PRO0198,SEL0201,114,6,0,3,CONCLUIDO,0.1,1.12,0.0,1.12,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
201,PRO0199,SEL0202,0,0,0,1,CONCLUIDO,0.1,0.62,0.0,0.62,0.0,0.0,,,,,,2019.0,0.0,0.0,1,B,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
203,PRO0201,SEL0204,90,4,0,2,CONCLUIDO,0.05,1.79,0.0,1.79,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
204,PRO0202,SEL0205,0,0,50,13,CONCLUIDO,1100.0,2.35,0.0,2.35,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
205,PRO0203,SEL0206,0,0,0,1,CONCLUIDO,0.25,1.66,0.0,1.66,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
206,PRO0204,SEL0207,0,0,0,3,CONCLUIDO,0.0,0.78,3.34,4.12,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
207,PRO0205,SEL0208,0,0,0,5,CONCLUIDO,0.05,4.4,0.0,4.4,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
209,PRO0207,SEL0210,41,4,0,1,CONCLUIDO,0.65,0.74,0.0,0.74,0.0,0.0,,,,,,2019.0,0.0,0.0,1,D,,1264.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
210,PRO0208,SEL0211,28,2,0,1,CONCLUIDO,0.1,0.32,0.0,0.32,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,240.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
211,PRO0209,SEL0212,87,4,0,2,CONCLUIDO,0.2,0.75,0.0,0.75,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,400.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
213,PRO0211,SEL0214,79,5,30,2,CONCLUIDO,0.2,0.41,0.0,0.41,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,365.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
214,PRO0212,SEL0215,70,3,40,2,CONCLUIDO,0.05,0.41,0.0,0.41,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,,APP SAF,2019.0,2019.0,2019.0,1,ATIVO,1.0,0.0
217,PRO0215,SEL0218,112,6,60,4,CONCLUIDO,0.6,0.85,0.0,0.85,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,1200.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
218,PRO0216,SEL0219,276,24,0,8,CONCLUIDO,1.0,3.61,0.0,3.61,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,1945.0,APP SAF,2019.0,2019.0,2019.0,1,ATIVO,1.0,0.0
223,PRO0221,SEL0224,52,2,0,1,CONCLUIDO,0.1,0.34,0.0,0.34,0.0,0.0,,,,,,2019.0,0.0,0.0,1,D,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
229,PRO0227,SEL0230,18,2,0,0,CONCLUIDO,0.1,0.14,0.0,0.14,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,B,176.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
