,COD_PRO,COD_SEL,Piles,Columns,Tensioners,Wire_rolls,Isolation,Carbonate,APP_Area,RL_Area,Total_Area,Requires_Carbonate_RL,Requires_Isolation_RL,Group_RL,CultureI_RL,CultureII_RL,Seedlings_RL,Method_RL,Year_RL,Requires_Carbonate_APP,Requires_Isolation_APP,Group_APP,CultureI_APP,CultureII_APP,Seedlings_APP,Method_APP,Year_APP,Year_Selection,Year_Implementation,Concluded_Isolation,Project_Status,Requires_Isolation,Requires_Carbonate
581,PRO0564,SEL0582,75,5,20,1,A FAZER,0.0,0.0,0.0,2.18,0.0,0.0,3,E,B,3900,RL SAF,2019.0,0.0,0.0,,,,,0,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
582,PRO0565,SEL0583,0,0,0,0,,0.0,0.0,0.0,4.35,0.0,0.0,3,E,A,,RL SAF,2019.0,0.0,0.0,,,,,0,2019.0,2019.0,2019.0,0,ANULADO,0.0,0.0
583,PRO0566,SEL0584,0,0,0,0,CONCLUIDO,0.0,7.11,0.0,7.11,0.0,0.0,,0,,0,0,2019.0,0.0,0.0,1,A,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,0.0,0.0
585,PRO0568,SEL0586,0,0,0,0,CONCLUIDO,0.0,3.35,0.0,7.11,0.0,0.0,,0,,0,0,2019.0,0.0,0.0,1,A,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,0.0,0.0
587,PRO0570,SEL0588,0,0,0,0,,0.0,0.0,0.0,3.35,0.0,0.0,3,E,A,,RL SAF,2019.0,0.0,0.0,,,,,0,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
589,PRO0572,SEL0590,49,3,10,1,CONCLUIDO,0.028,0.0,1.33,1.33,0.0,0.0,1,A,,,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
591,PRO0574,SEL0592,202,8,20,5,CONCLUIDO,0.315,1.29,0.0,1.33,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,C,570.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
592,PRO0575,SEL0593,160,12,20,4,CONCLUIDO,0.033,0.92,3.91,4.83,0.0,0.0,2,A,C,,RL SAF,2019.0,0.0,0.0,2,A,C,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
593,PRO0576,SEL0594,0,0,0,0,,0.0,0.0,0.0,1.29,0.0,0.0,,,,,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,DESISTENTE,0.0,0.0
594,PRO0577,SEL0595,414,23,50,11,CONCLUIDO,0.852,3.65,8.28,11.93,0.0,0.0,,,,,RL DIV,2019.0,0.0,0.0,2,A,B,1440.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
595,PRO0578,SEL0596,63,6,20,4,CONCLUIDO,0.044,2.45,0.0,2.45,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,C,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
596,PRO0579,SEL0597,63,4,20,2,CONCLUIDO,0.194,0.51,0.0,11.93,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,D,350.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
597,PRO0580,SEL0598,160,10,30,5,CONCLUIDO,0.793,0.76,0.0,2.45,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,D,1433.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
598,PRO0581,SEL0599,21,2,10,1,CONCLUIDO,0.127,0.11,0.0,0.51,0.0,0.0,,,,,,2019.0,0.0,0.0,1,B,,230.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
599,PRO0582,SEL0600,43,3,20,1,CONCLUIDO,0.1,0.3,0.0,0.76,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,D,301.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
600,PRO0583,SEL0601,122,4,10,3,CONCLUIDO,0.542,0.78,0.0,0.78,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,980.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
601,PRO0584,SEL0602,0,0,0,0,,0.0,0.0,0.0,0.3,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,ATIVO,0.0,0.0
602,PRO0585,SEL0603,62,5,20,2,CONCLUIDO,0.138,0.92,0.0,0.92,0.0,0.0,,,,,,2019.0,0.0,0.0,2,C,D,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
603,PRO0586,SEL0604,28,4,10,1,,664.0,0.21,0.89,1.1,0.0,0.0,3,E,A,1000,RL SAF,2019.0,0.0,0.0,2,A,B,200.0,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
604,PRO0587,SEL0605,0,0,0,0,,0.0,0.0,0.0,0.92,1.0,1.0,1,B,,2852,RL SAF,2020.0,0.0,0.0,-,-,-,0.0,-,2020.0,2020.0,2020.0,0,ATIVO,0.0,0.0
605,PRO0588,SEL0606,0,0,0,0,,0.331,0.0,0.42,1.1,0.0,0.0,2,A,B,600,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
606,PRO0589,SEL0607,0,0,0,0,,0.799,0.0,1.75,1.75,0.0,0.0,1,B,,1445,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
607,PRO0590,SEL0608,0,0,0,0,,3.0,0.0,0.0,0.42,0.0,0.0,1,B,,1278,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,DESISTENTE,0.0,0.0
608,PRO0591,SEL0609,0,0,0,0,,3.0,0.0,0.0,1.75,0.0,0.0,3,E,B,3112,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,DESISTENTE,0.0,0.0
609,PRO0592,SEL0610,30,0,15,1,,1.339,2.0,0.0,2.0,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,2422.0,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
610,PRO0593,SEL0611,62,4,15,2,CONCLUIDO,0.601,0.0,1.25,1.25,0.0,0.0,1,B,,1088,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
611,PRO0594,SEL0612,0,0,0,0,,2.2,0.0,0.0,2.0,0.0,0.0,1,B,,430,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,DESISTENTE,0.0,0.0
612,PRO0595,SEL0613,0,0,0,0,,3.0,0.0,0.0,1.25,0.0,0.0,3,E,B,1111,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,DESISTENTE,0.0,0.0
615,PRO0598,SEL0616,41,3,10,1,CONCLUIDO,0.886,0.0,1.1,1.1,0.0,0.0,3,E,B,1602,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
616,PRO0599,SEL0617,104,4,20,3,CONCLUIDO,0.737,0.0,1.58,1.58,0.0,0.0,1,B,,1333,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
617,PRO0600,SEL0618,90,6,20,2,CONCLUIDO,1.411,2.79,0.62,3.41,0.0,0.0,3,E,B,2553,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
618,PRO0601,SEL0619,32,4,20,1,CONCLUIDO,0.829,0.0,1.46,1.58,0.0,0.0,1,B,,1500,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
619,PRO0602,SEL0620,24,3,10,1,CONCLUIDO,0.436,0.0,0.55,3.41,0.0,0.0,3,CAFÉ,,789,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
620,PRO0603,SEL0621,75,2,5,2,CONCLUIDO,2.046,0.0,2.12,2.12,0.0,0.0,1,B,,3700,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
621,PRO0604,SEL0622,0,0,0,0,,3.5,0.0,0.0,0.55,0.0,0.0,3,CAFÉ,,1300,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,DESISTENTE,0.0,0.0
622,PRO0605,SEL0623,0,0,0,0,,0.0,0.0,0.48,2.12,0.0,0.0,5,H,,798,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
623,PRO0606,SEL0624,25,2,10,1,,227.0,0.34,0.0,0.34,0.0,0.0,,,,,,2019.0,0.0,0.0,1,B,,410.0,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
624,PRO0607,SEL0625,69,4,15,2,,1107.0,0.0,1.27,1.27,0.0,0.0,3,E,B,2001,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
625,PRO0608,SEL0626,0,0,0,0,,676.0,0.0,0.0,0.34,0.0,0.0,1,B,,1222,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,DESISTENTE,0.0,0.0
626,PRO0609,SEL0627,36,2,15,1,,55.0,0.38,0.0,1.27,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,101.0,APP DIV,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
628,PRO0611,SEL0629,75,4,5,2,PARCIAL,2.0,0.6,1.17,1.77,0.0,0.0,1,B,,1111,RL SAF,2019.0,0.0,0.0,3,A,,,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
630,PRO0613,SEL0631,0,0,0,0,,4.0,0.0,0.0,1.77,0.0,0.0,3,CAFÉ,,2684,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,DESISTENTE,0.0,0.0
631,PRO0614,SEL0632,75,4,0,1,CONCLUIDO,0.0,0.9,0.0,0.9,0.0,0.0,1,A,,,RL SAF,2019.0,0.0,0.0,2,A,C,1100.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
633,PRO0615,SEL0634,0,0,0,0,,0.0,0.0,0.0,0.9,1.0,0.0,5,H,-,365,RL SAF,2020.0,0.0,0.0,-,-,-,0.0,-,2020.0,2020.0,2020.0,0,ATIVO,0.0,0.0
634,PRO0616,SEL0635,56,5,20,2,CONCLUIDO,0.0,0.93,0.0,0.93,0.0,0.0,2,A,C,,RL SAF,2019.0,0.0,0.0,2,A,C,500.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
635,PRO0617,SEL0636,0,0,0,0,,1.0,0.0,0.59,0.59,0.0,0.0,3,E,B,480,RL SAF,2019.0,0.0,0.0,3,,CAFÉ,,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
636,PRO0618,SEL0637,0,0,0,0,,4.0,0.0,0.0,0.93,0.0,0.0,3,CAFÉ,,2200,RL SAF,2019.0,0.0,0.0,3,,CAFÉ,,APP SAF,2019.0,2019.0,2019.0,0,DESISTENTE,0.0,0.0
637,PRO0619,SEL0638,55,3,20,1,CONCLUIDO,2.0,0.0,1.0,1.0,0.0,0.0,2,A,D,1100,RL SAF,2019.0,0.0,0.0,2,A,D,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
638,PRO0620,SEL0639,75,4,30,2,CONCLUIDO,2.0,0.0,0.92,0.92,0.0,0.0,3,E,C,1100,RL SAF,2019.0,0.0,0.0,3,C,CAFÉ,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
639,PRO0621,SEL0640,72,3,10,1,CONCLUIDO,4.0,0.0,2.34,2.34,0.0,0.0,3,E,B,2200,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
640,PRO0622,SEL0641,78,5,30,1,A FAZER,8.0,2.53,4.49,7.02,0.0,0.0,2,A,B,4510,RL SAF,2019.0,0.0,0.0,2,A,B,,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
641,PRO0623,SEL0642,25,2,10,1,CONCLUIDO,1.0,0.0,0.4,2.34,0.0,0.0,3,E,B,510,RL SAF,2019.0,0.0,0.0,3,B,CAFÉ,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
642,PRO0624,SEL0643,80,6,5,2,CONCLUIDO,4.5,0.0,2.0,7.02,0.0,0.0,2,A,B,533,RL SAF,2019.0,0.0,0.0,2,A,B,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
643,PRO0625,SEL0644,100,4,25,2,CONCLUIDO,1.0,0.0,0.0,0.4,0.0,0.0,2,A,D,355,RL SAF,2019.0,0.0,0.0,2,A,D,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
644,PRO0626,SEL0645,15,4,0,1,PARCIAL,2.0,0.0,0.8,2.0,0.0,0.0,3,E,B,933,RL SAF,2019.0,0.0,0.0,3,B,CAFÉ,,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
645,PRO0627,SEL0646,0,0,0,0,,2.0,0.0,1.0,1.0,0.0,0.0,3,E,A,1177,RL SAF,2019.0,0.0,0.0,3,A,CAFÉ,,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
646,PRO0628,SEL0647,0,0,0,0,,2.0,0.0,1.0,1.0,0.0,0.0,3,E,B,1156,RL SAF,2019.0,0.0,0.0,3,B,CAFÉ,,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
647,PRO0629,SEL0648,37,3,5,1,CONCLUIDO,1.0,0.0,0.84,1.0,0.0,0.0,3,CAFÉ,,644,RL SAF,2019.0,0.0,0.0,,,CAFÉ,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
648,PRO0630,SEL0649,0,0,0,0,,0.3,0.0,0.1,1.0,0.0,0.0,1,B,,155,RL SAF,2019.0,0.0,0.0,1,B,,,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
649,PRO0631,SEL0650,0,0,0,0,,2.0,0.0,0.96,0.96,0.0,0.0,3,E,B,1144,RL SAF,2019.0,0.0,0.0,3,,CAFÉ,,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
650,PRO0632,SEL0651,60,4,5,2,CONCLUIDO,2.0,0.0,1.0,1.0,0.0,0.0,3,CAFÉ,,1200,RL SAF,2019.0,0.0,0.0,3,,CAFÉ,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
651,PRO0633,SEL0652,0,0,0,0,,1.0,0.0,0.0,0.96,0.0,0.0,3,E,B,755,RL SAF,2019.0,0.0,0.0,3,,CAFÉ,,APP SAF,2019.0,2019.0,2019.0,0,DESISTENTE,0.0,0.0
652,PRO0634,SEL0653,15,2,5,1,CONCLUIDO,4.0,0.0,0.0,1.0,0.0,0.0,3,E,B,2378,RL SAF,2019.0,0.0,0.0,3,B,CAFÉ,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
653,PRO0635,SEL0654,46,3,0,1,CONCLUIDO,1.0,0.0,0.46,0.46,0.0,0.0,2,B,,620,RL SAF,2019.0,0.0,0.0,1,B,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
655,PRO0637,SEL0656,34,2,10,1,CONCLUIDO,0.5,0.23,0.0,0.46,0.0,0.0,2,B,C,,RL SAF,2019.0,0.0,0.0,2,B,C,150.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
657,PRO0638,SEL0658,25,4,5,1,CONCLUIDO,2.0,0.0,0.69,0.69,0.0,0.0,3,E,B,700,RL SAF,2019.0,0.0,0.0,3,B,CAFÉ,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
658,PRO0639,SEL0659,100,4,5,2,CONCLUIDO,2.0,0.0,0.85,0.85,0.0,0.0,3,E,B,1100,RL SAF,2019.0,0.0,0.0,3,B,CAFÉ,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
659,PRO0640,SEL0660,105,4,20,2,CONCLUIDO,6.0,3.0,2.39,5.39,0.0,0.0,3,E,B,5500,RL SAF,2019.0,0.0,0.0,3,B,CAFÉ,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
660,PRO0640,SEL0661,0,0,0,0,,0.0,0.0,0.0,0.85,1.0,0.0,1,B,-,287,RL SAF,2020.0,0.0,0.0,-,-,-,0.0,-,2020.0,2020.0,2020.0,0,ATIVO,0.0,0.0
661,PRO0641,SEL0662,0,0,0,0,,2.0,0.0,0.0,5.39,0.0,0.0,5,H,,1100,RL DIV,2019.0,0.0,0.0,3,,CAFÉ,,APP SAF,2019.0,2019.0,2019.0,0,DESISTENTE,0.0,0.0
662,PRO0642,SEL0663,75,4,5,2,CONCLUIDO,2.0,0.0,0.97,0.97,0.0,0.0,3,E,B,1100,RL SAF,2019.0,0.0,0.0,3,,CAFÉ,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
664,PRO0644,SEL0665,40,3,5,1,,2.0,0.0,0.0,0.97,0.0,0.0,3,E,B,1100,RL SAF,2019.0,0.0,0.0,3,B,CAFÉ,,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
666,PRO0646,SEL0667,50,4,5,1,CONCLUIDO,2.0,0.0,0.76,0.76,0.0,0.0,1,B,,900,RL SAF,2019.0,0.0,0.0,1,B,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
667,PRO0647,SEL0668,100,4,30,2,CONCLUIDO,4.8,0.0,2.94,2.94,0.0,0.0,1,B,,2662,RL SAF,2019.0,0.0,0.0,1,B,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
668,PRO0648,SEL0669,85,7,30,2,PARCIAL,0.4,0.84,0.0,0.84,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,B,700.0,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
669,PRO0649,SEL0670,0,0,0,0,,0.0,0.0,0.0,2.94,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,DESISTENTE,0.0,0.0
670,PRO0650,SEL0671,0,0,0,0,,0.0,0.0,0.0,0.84,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
673,PRO0653,SEL0674,54,5,16,1,CONCLUIDO,0.0,0.53,0.0,0.53,0.0,0.0,,,,,,2018.0,0.0,0.0,5,H,,1026.0,APP DIV,2018.0,2018.0,2018.0,1,CONCLUIDO,1.0,0.0
675,PRO0655,SEL0676,0,0,0,0,,0.0,0.0,0.0,0.53,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,DESISTENTE,0.0,0.0
682,PRO0662,SEL0683,0,0,0,0,,0.0,0.0,0.34,0.34,0.0,0.0,1,A,,800,RL SAF,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,CONCLUIDO,0.0,0.0
684,PRO0664,SEL0685,0,0,0,0,,0.0,0.0,0.0,0.34,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
694,PRO0673,SEL0695,0,0,0,0,,0.0,0.0,0.66,0.66,0.0,0.0,1,A,,408,RL SAF,2018.0,0.0,0.0,1,A,,,APP SAF,2018.0,2018.0,2018.0,0,CONCLUIDO,0.0,0.0
695,PRO0674,SEL0696,47,6,20,4,CONCLUIDO,1.7,0.34,1.0,1.34,0.0,0.0,3,E,B,,RL SAF,2019.0,0.0,0.0,5,H,,,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
696,PRO0675,SEL0697,0,0,0,0,,0.0,0.0,0.0,0.66,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
697,PRO0676,SEL0698,0,0,0,0,,0.0,0.0,0.0,1.34,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,DESISTENTE,0.0,0.0
700,PRO0679,SEL0701,41,4,10,1,,0.0,0.0,0.73,0.73,0.0,0.0,1,B,-,426,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
702,PRO0681,SEL0703,0,0,0,0,,0.0,0.0,0.0,0.73,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,DESISTENTE,0.0,0.0
711,PRO0690,SEL0712,0,0,0,0,,0.0,0.0,2.67,2.67,0.0,0.0,2,B,C,3543,RL SAF,2018.0,0.0,0.0,-,-,-,0.0,,2018.0,2018.0,2018.0,0,CONCLUIDO,0.0,0.0
713,PRO0691,SEL0714,0,0,0,0,,0.0,0.0,0.0,2.67,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
723,PRO0701,SEL0724,0,0,0,0,,0.0,0.0,0.88,0.88,0.0,0.0,1,A,,837,RL SAF,2018.0,0.0,0.0,,,,,APP SAF,2018.0,2018.0,2018.0,0,CONCLUIDO,0.0,0.0
725,PRO0703,SEL0726,0,0,0,0,,0.0,0.0,0.0,0.88,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
735,PRO0713,SEL0736,0,0,0,0,,0.0,0.15,0.0,0.15,0.0,0.0,-,-,-,0,,2018.0,0.0,0.0,1,A,-,166.0,APP SAF,2018.0,2018.0,2018.0,0,CONCLUIDO,0.0,0.0
737,PRO0715,SEL0738,0,0,0,0,,0.0,0.0,0.0,0.15,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,DESISTENTE,0.0,0.0
743,PRO0721,SEL0744,0,0,0,0,,0.0,0.0,1.9,1.9,0.0,0.0,1,A,-,1113,RL SAF,2018.0,0.0,0.0,-,-,-,0.0,,2018.0,2018.0,2018.0,0,CONCLUIDO,0.0,0.0
745,PRO0723,SEL0746,0,0,0,0,,0.0,0.0,0.0,1.9,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
747,PRO0725,SEL0748,0,0,0,0,,0.0,0.0,4.0,4.0,0.0,0.0,1,A,,2250,RL SAF,2018.0,0.0,0.0,1,A,,,APP SAF,2018.0,2018.0,2018.0,0,CONCLUIDO,0.0,0.0
748,PRO0726,SEL0749,0,0,0,0,,0.0,0.0,0.72,0.72,0.0,0.0,1,A,,,RL DIV,2019.0,0.0,0.0,1,A,,,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
749,PRO0727,SEL0750,0,0,0,0,,0.0,0.0,0.0,4.0,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
750,PRO0728,SEL0751,0,0,0,0,,0.0,0.0,0.0,0.72,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
755,PRO0733,SEL0756,0,0,0,0,,0.0,0.0,3.21,3.21,0.0,0.0,1,A,,,RL SAF,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,CONCLUIDO,0.0,0.0
756,PRO0734,SEL0757,101,7,0,1,,0.0,1.25,0.0,1.25,0.0,0.0,1,A,,1631,RL SAF,2018.0,0.0,0.0,1,A,,,APP SAF,2018.0,2018.0,2018.0,0,CONCLUIDO,1.0,0.0
757,PRO0735,SEL0758,0,0,0,0,,0.0,0.0,0.0,3.21,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
758,PRO0736,SEL0759,0,0,0,0,,0.0,0.0,0.0,1.25,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
759,PRO0737,SEL0760,120,10,30,3,CONCLUIDO,1100.0,3.65,0.0,3.65,0.0,0.0,,,,,RL DIV,2019.0,0.0,0.0,,,,,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
760,PRO0738,SEL0761,156,0,0,3,PARCIAL,1150.0,3.47,0.0,3.47,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,2100.0,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
761,PRO0739,SEL0762,0,0,0,0,,0.0,0.44,0.0,3.65,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,CONCLUIDO,0.0,0.0
762,PRO0740,SEL0763,0,0,0,0,,0.0,0.0,0.0,3.47,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
763,PRO0741,SEL0764,0,0,0,0,,0.0,0.0,0.0,0.44,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
773,PRO0751,SEL0774,288,8,40,6,,0.0,3.54,0.0,3.54,0.0,0.0,,,,,,2018.0,0.0,0.0,2,B,C,,APP SAF,2018.0,2018.0,2018.0,0,CONCLUIDO,1.0,0.0
775,PRO0753,SEL0776,0,0,0,0,,0.0,0.0,0.0,3.54,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
779,PRO0757,SEL0780,55,6,15,2,,0.0,1.1,0.0,1.1,0.0,0.0,,,,,,2018.0,0.0,0.0,2,A,C,,APP SAF,2018.0,2018.0,2018.0,0,CONCLUIDO,1.0,0.0
781,PRO0759,SEL0782,0,0,0,0,,0.0,0.0,0.0,1.1,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
785,PRO0763,SEL0786,464,22,30,13,CONCLUIDO,1100.0,3.96,0.0,3.96,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,2060.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
786,PRO0764,SEL0787,48,8,15,1,CONCLUIDO,0.0,0.19,0.0,0.19,0.0,0.0,,,,,,2018.0,0.0,0.0,2,A,B,600.0,APP SAF,2018.0,2018.0,2018.0,1,CONCLUIDO,1.0,0.0
787,PRO0764,SEL0788,0,0,0,0,,0.0,0.63,0.0,3.96,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
788,PRO0765,SEL0789,0,0,0,0,,0.0,0.0,0.0,0.19,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,DESISTENTE,0.0,0.0
