,COD_PLA,COD_PRO,Farm,X_UTM,Y_UTM,County,GLEBA,LINHA,KM,LOTE,Num_Visits,ASSOCIAÇÃO / STTR,Main_Activity,Secondary_Activity,Piles,Columns,Tensioners,Wire_rolls,Isolation,Carbonate,APP_Area,RL_Area,Total_Area,Group_RL,CultureI_RL,CultureII_RL,Seedlings_RL,Method_RL,Year_RL,Group_APP,CultureI_APP,CultureII_APP,Seedlings_APP,Method_APP,Year_APP,Concluded_Isolation
895,PLA 0873,PRO 0874,S/N,637359.0,8703271.0,ROLIM DE MOURA,12,RO 010 LESTE,4,01-C,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,0,0,0.0,0.0,,0.5,2.1,,0.6,,,,,,2019.0,5,H,,1200.0,APP DIV,2019.0,0
896,PLA 0874,PRO 0875,SITIO NOSSA SENHORA APARECIDA,637065.0,8701998.0,ROLIM DE MOURA,14,188 SUL,2,08-E,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,62,6,5.0,2.0,CONCLUIDO,0.3,0.45,,4.53,,,,,,2019.0,5,H,,500.0,APP DIV,2019.0,1
897,PLA 0875,PRO 0876,CHACARA BS,629063.0,8719052.0,ROLIM DE MOURA,17,180 NORTE,15.5,75-A1,0,SINDICATO,BOVINOCULTURA DE CORTE,,,,,,,0,,,2.1,,,,,,2019.0,2,C,D,600.0,APP SAF,2019.0,0
898,PLA 0876,PRO 0877,SITIO DEZ IRMAOS UNIDOS,617377.0,8713285.0,ROLIM DE MOURA,21,168 NORTE,10,24-B,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,57,6,10.0,0.0,CONCLUIDO,0.12,0.37,,0.45,,,,,,2019.0,5,H,,250.0,APP DIV,2019.0,1
899,PLA 0877,PRO 0878,ESTANCIA MIL MILHA,641069.0,8706415.0,ROLIM DE MOURA,11,192 NORTE,3,100,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,,,,,,2,4.24,,0.0,,,,,,2019.0,5,H,,3000.0,APP DIV,2019.0,0
900,PLA 0878,PRO 0879,SITIO NOSSA SENHORA APARECIDA,644534.0,8695712.0,ROLIM DE MOURA,10,196 SUL,8,22-B,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,80,9,15.0,3.0,CONCLUIDO,0.325,1.16,,0.37,,,,,,2019.0,5,H,,500.0,APP DIV,2019.0,1
901,PLA 0879,PRO 0880,SITIO SAO JOAO,652990.0,8699106.0,ROLIM DE MOURA,6,204  SUL,4.5,13,0,SINDICATO,BOVINOCULTURA DE CORTE,,20,4,10.0,1.0,CONCLUIDO,0.2,0.75,,4.24,,,,,,2019.0,5,H,,,APP DIV,2019.0,1
902,PLA 0880,PRO 0881,FAZENDA OURO VERDE,622563.0,8703559.0,ROLIM DE MOURA,20,RO 010 OESTE,10,3,0,SINDICATO,BOVINOCULTURA DE CORTE,,,,,,CONCLUIDO,0.665,1.3,,1.16,,,,,,2019.0,5,H,,1200.0,APP DIV,2019.0,1
903,PLA 0881,PRO 0882,SITIO BOA VISTA,633068.0,8711774.0,ROLIM DE MOURA,15,184 NORTE,8,89 e 90,0,SINDICATO,GRANJA AVICOLA,BOVINOCULTURA DE CORTE,378,16,80.0,10.0,CONCLUIDO,1.2,6.58,,0.75,,,,,,2019.0,5,H,,1800.0,APP DIV,2019.0,1
904,PLA 0881,PRO 0882,SITIO BOA VISTA,633068.0,8711774.0,ROLIM DE MOURA,15,184 NORTE,8,89 e 90,0,SINDICATO,GRANJA AVICOLA,BOVINOCULTURA DE CORTE,378,16,80.0,10.0,CONCLUIDO,1.2,6.58,,0.75,,,,,,2019.0,5,H,,1800.0,APP DIV,2019.0,0
905,PLA 0882,PRO 0883,SITIO SAO JOAO,617869.0,8702828.0,ROLIM DE MOURA,22,RO 010 OESTE,15,02-B,0,SINDICATO,LAVOURA,,,,,,,1.2,1.84,,6.58,1,C,,2300,RL SAF,2019.0,,,,,,2019.0,0
906,PLA 0883,PRO 0884,SITIO ESPERANCA,652981.0,8696303.0,ROLIM DE MOURA,6,204 SUL,7,19,0,SINDICATO,BOVINOCULTURA DE CORTE,,,,,,,0,,,0.0,,,,,,2019.0,5,H,,800.0,APP DIV,2019.0,0
907,PLA 0884,PRO 0885,SITIO TRES CORACOES,641124.0,8711511.0,ROLIM DE MOURA,11,192 NORTE,8.5,89,0,SINDICATO,BOVINOCULTURA DE CORTE,,20,,,,CONCLUIDO,0,0.2,,1.84,2,A,C,200,RL SAF,2019.0,,,,,,2019.0,1
908,PLA 0885,PRO 0886,CHACARA BOM SUSSEGO,640999.0,8708556.0,ROLIM DE MOURA,11,192 NORTE,5,96,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,20,0,0.0,1.0,CONCLUIDO,0.1,0.24,,0.0,,,,,,2019.0,2,B,D,140.0,APP SAF,2019.0,1
909,PLA 0886,PRO 0887,SITIO DEZ IRMAOS UNIDOS,617337.0,8712838.0,ROLIM DE MOURA,21,168 NORTE,9.5,23 REM,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,PISCICULTURA,78,8,20.0,2.0,CONCLUIDO,0.4,,2.6,0.2,2,B,D,700,RL SAF,2019.0,,,,,,2019.0,1
910,PLA 0886,PRO 0887,SITIO DEZ IRMAOS UNIDOS,617337.0,8712838.0,ROLIM DE MOURA,21,168 NORTE,9.5,23 REM,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,PISCICULTURA,78,8,20.0,2.0,CONCLUIDO,0.4,,2.6,0.2,2,B,D,700,RL SAF,2019.0,,,,,,2019.0,0
911,PLA 0887,PRO 0888,NI,653003.0,8694882.0,ROLIM DE MOURA,6,204 SUL,8.5,21-A,0,ASSOCIAÇÃO,LAVOURA,CAFEICULTURA,,,,,,0.15,,,2.6,5,H,,,RL DIV,2019.0,,,,0.0,,2019.0,0
912,PLA 0888,PRO 0889,SITIO JR,652362.0,8692586.0,ROLIM DE MOURA,6,204 SUL,11,26-A,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,0,,,0.0,,,,,,2019.0,,,,,,2019.0,0
913,PLA 0889,PRO 0890,SITIO BOM JESUS,652893.0,8690885.0,ROLIM DE MOURA,6,204 SUL,11.5,29-A,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,33,3,10.0,1.0,CONCLUIDO,0.35,0.51,,0.0,3,E,C,650,RL SAF,2019.0,5,H,,150.0,APP DIV,2019.0,1
914,PLA 0890,PRO 0891,SITIO BELA VISTA,652906.0,8692497.0,ROLIM DE MOURA,6,204 SUL,11,26-B,0,ASSOCIAÇÃO,PISCICULTURA,,105,4,15.0,3.0,CONCLUIDO,0.4,0.48,,0.0,,0,,0,,2019.0,5,H,,700.0,APP DIV,2019.0,1
915,PLA 0891,PRO 0892,CHACARA VISUAL,653162.0,8692946.0,ROLIM DE MOURA,6,204 SUL,10.5,64-D,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,38,3,10.0,1.0,CONCLUIDO,0.25,0.48,,0.51,,0,,0,,2019.0,5,H,,400.0,APP DIV,2019.0,1
916,PLA 0892,PRO 0893,SITIO 2 IRMAO,652927.0,8689649.0,ROLIM DE MOURA,6,204 SUL,13.5,32,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,90,0,10.0,3.0,CONCLUIDO,0.125,0.4,,0.48,,0,,0,,2019.0,5,H,,0.0,APP DIV,2019.0,1
917,PLA 0893,PRO 0894,SITIO 2 IRMAO,621472.0,8717118.0,ROLIM DE MOURA,19,172 NORTE,13.5,32-B-2,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,FRUTICULTURA,40,2,10.0,1.0,CONCLUIDO,0.07,0.41,,0.48,,0,,0,,2019.0,1,A,B,0.0,APP SAF,2019.0,1
918,PLA 0894,PRO 0895,SITIO NOSSA SENHORA APARECIDA,613596.0,8691044.0,ROLIM DE MOURA,26,164 SUL,13,30,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,19,2,10.0,1.0,CONCLUIDO,0.08,0.1,,0.4,,0,,0,,2019.0,5,H,,0.0,APP DIV,2019.0,1
919,PLA 0895,PRO 0896,SITIO NOSSA SENHORA APARECIDA,613375.0,8691081.0,ROLIM DE MOURA,26,164 SUL,13,30-A,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,LAVOURA,70,3,15.0,2.0,CONCLUIDO,0.28,0.77,,0.41,,0,,0,,2019.0,5,H,,0.0,APP DIV,2019.0,1
920,PLA 0896,PRO 0897,SITIO SANTA LUZIA,616813.0,8690901.0,ROLIM DE MOURA,22,168 SUL,13,30-B,0,ASSOCIAÇÃO,CAFEICULTURA,BOVINOCULTURA DE LEITE,,,,,,1,,1.66,0.1,1,B,,0,RL SAF,2019.0,,,,0.0,,2019.0,0
921,PLA 0897,PRO 0898,ROLIM DE MOURA,627747.0,8703470.0,ROLIM DE MOURA,18,RO-010 OESTE,5.5,06-C,0,STTR,BOVINOCULTURA DE CORTE,,18,0,5.0,0.0,,0.075,0.1,,0.77,,0,,0,,2019.0,1,A,,145.0,APP SAF,2019.0,0
922,PLA 0898,PRO 0899,NOSSA SENHORA APARECIDA,638221.0,8799077.0,JI-PARANÁ,39,90,,54,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,HORTICULTURA,,,,,,,,,1.66,,,,,,2019.0,,,,,,2019.0,0
923,PLA 0899,PRO 0900,FAMÍLIA DIAS,636816.0,8798393.0,JI-PARANÁ,40,90,,20,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,,,,,,,,,0.1,,,,,,2019.0,,,,,,2019.0,0
924,PLA 0900,PRO 0901,DUAS IRMAS,636929.0,8798438.0,JI-PARANÁ,40,90,,21,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,LAVOURA,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
925,PLA 0901,PRO 0902,EL SHADAY,637108.0,8798301.0,JI-PARANÁ,40,90,,21 A,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,FRUTICULTURA,60,4,0.0,2.0,CONCLUIDO,0.35,0.17,,0.0,,,,,,2019.0,1,D,,672.0,APP SAF,2019.0,1
926,PLA 0902,PRO 0903,SAO GABRIEL,640235.0,8798896.0,JI-PARANÁ,39,90,,50 A,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,LAVOURA,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
927,PLA 0903,PRO 0904,PIRIQUITO,637242.0,8798138.0,JI-PARANÁ,40,90,,21 B,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,LAVOURA,24,2,0.0,1.0,CONCLUIDO,0.15,0.1,,0.17,,,,,,2019.0,1,D,,270.0,APP SAF,2019.0,1
928,PLA 0904,PRO 0905,ALTO ALEGRE,637340.0,8799074.0,JI-PARANÁ,39,90,,56 B,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,FRUTICULTURA,97,12,0.0,3.0,CONCLUIDO,0.95,2.29,,0.0,,,,,,2019.0,1,D,,1880.0,APP SAF,2019.0,1
929,PLA 0905,PRO 0906,MONTE CLARO,637432.0,8799169.0,JI-PARANÁ,39,90,,55,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,,0.1,,,,,,2019.0,,,,,,2019.0,0
930,PLA 0906,PRO 0907,VISTA ALEGRE,640013.0,8799248.0,JI-PARANÁ,39,90,,50,0,ASSOCIAÇÃO,LAVOURA,FRUTICULTURA,,,,,,,,,2.29,,,,,,2019.0,,,,,,2019.0,0
931,PLA 0907,PRO 0908,BOA ESPERANÇA,646802.0,8799118.0,JI-PARANÁ,5,90,,3,0,ASSOCIAÇÃO,LAVOURA,FRUTICULTURA,76,6,20.0,2.0,CONCLUIDO,0.5,,,0.0,,,,,,2019.0,1,D,,980.0,APP SAF,2019.0,1
932,PLA 0908,PRO 0909,ESTANCIA NATALINA,646810.0,8798839.0,JI-PARANÁ,5,90,,3,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,61,4,20.0,2.0,,0.4,,,0.0,,,,,,2019.0,1,A,,848.0,APP SAF,2019.0,0
933,PLA 0909,PRO 0910,NOSSA SENHORA DE FATIMA,654330.0,8790864.0,JI-PARANÁ,3,98,,36,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
934,PLA 0910,PRO 0911,SAO JOSE,651852.0,8791141.0,JI-PARANÁ,3,98,,26,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
935,PLA 0911,PRO 0912,PIRARARA,651278.0,8791806.0,JI-PARANÁ,3,98,,22,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,41,4,20.0,2.0,CONCLUIDO,0.2,0.28,,0.0,,,,,,2019.0,1,D,,448.0,APP SAF,2019.0,1
936,PLA 0912,PRO 0913,SITIO DOSI IRMAOS,440145.0,8911056.0,ARIQUEMES,3,"RO-421, LINHA C 70, TV: B 0",,7,0,ASSOCIAÇÃO,APICULTURA,,40,2,5.0,1.0,,553,,0.58,0.0,3,E,B,1111,RL SAF,2019.0,,,,,,2019.0,0
937,PLA 0913,PRO 0914,SITIO PINGO DE OURO,440680.0,8908470.0,ARIQUEMES,3,"RO-421, LINHA C 67/A, TV: B 0",,36,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,190,20,60.0,5.0,,332,3.79,,0.28,,,,,,2019.0,2,C,D,600.0,APP SAF,2019.0,0
938,PLA 0914,PRO 0915,SITIO SANTA LUZIA,438825.0,8908487.0,ARIQUEMES,3,"RO-421, LINHA C 67/A, TV: B 0",,43,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,66,6,20.0,2.0,,166,0.96,,0.58,,,,,,2019.0,1,A,,300.0,APP SAF,2019.0,0
939,PLA 0915,PRO 0916,SITIO BARRETO,443093.0,8915749.0,ARIQUEMES,2,"RO-421, LINHA C 75",,11,0,ASSOCIAÇÃO,BOVINOCULTURA MISTA,,114,9,35.0,3.0,,614,1.3,,3.79,,,,,,2019.0,2,A,B,1111.0,APP SAF,2019.0,0
940,PLA 0916,PRO 0917,SITIO SAO JOSE,437706.0,8908614.0,ARIQUEMES,2,"RO-421, LINHA C 67/A, TV: B 0",,51,0,ASSOCIAÇÃO,CAFEICULTURA,,51,3,0.0,1.0,,614,,,0.96,3,CAFE,,1111,RL SAF,2019.0,,,,,,2019.0,0
941,PLA 0917,PRO 0918,SITIO OLGA PRESTES,536897.0,8900997.0,ARIQUEMES,1,"RO-257, LINHA C 60, P.A MIGRANTE",42,18,0,ASSOCIAÇÃO,AGROINDUSTRIA,,246,14,20.0,7.0,,1125,,,1.3,1,D,,1534,RL SAF,2019.0,1,A,,500.0,APP SAF,2019.0,0
942,PLA 0918,PRO 0919,SITIO BOM JESUS,537028.0,8900828.0,ARIQUEMES,1,"RO-257, LINHA C 60, P.A MIGRANTE",42,47,0,ASSOCIAÇÃO,CAFEICULTURA,BOVINOCULTURA DE LEITE,77,5,15.0,2.0,,500,0.75,,0.0,,,,,,2019.0,2,A,C,900.0,APP SAF,2019.0,0
943,PLA 0919,PRO 0920,SITIO SANTA RITA,536012.0,8904118.0,ARIQUEMES,1,"RO-257, LINHA C 60, P.A MIGRANTE",42,64,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,273,7,5.0,7.0,,1380,4.22,,0.0,,,,,,2019.0,2,A,C,2222.0,APP SAF,2019.0,0
944,PLA 0920,PRO 0921,SITIO BOA ESPERANCA E SITIO NOVA ESPERANCA,457617.0,8906039.0,ARIQUEMES,1,"RO-421, LINHA C 65",,128 E 129,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,436,23,40.0,11.0,,1776,3.75,,0.75,,,,,,2019.0,1,A,,3211.0,APP SAF,2019.0,0
945,PLA 0921,PRO 0922,CHÁCARA DO SOSSEGO,636830.0,8702539.0,ROLIM DE MOURA,14,LINHA 188 SUL,1,7-A-1,0,SINDICATO,BOVINOCULTURA DE CORTE,,50,4,10.0,1.0,CONCLUIDO,0.75,2.7,,4.22,,,,,,2019.0,5,H,,2800.0,APP DIV,2019.0,1
946,PLA 0921,PRO 0922,CHÁCARA DO SOSSEGO,636830.0,8702539.0,ROLIM DE MOURA,14,LINHA 188 SUL,1,7-A-1,0,SINDICATO,BOVINOCULTURA DE CORTE,,50,4,10.0,1.0,CONCLUIDO,0.75,2.7,,4.22,,,,,,2019.0,5,H,,2800.0,APP DIV,2019.0,0
947,PLA 0922,PRO 0923,SITIO CASA BRANCA,659944.0,8704225.0,ROLIM DE MOURA,1,RO 010 LESTE,38.5,01-D,0,SINDICATO,FRUTICULTURA,,40,0,0.0,1.0,CONCLUIDO,2,2.0,,2.7,1,B,,200,RL SAF,2019.0,1,A,C,2000.0,APP SAF,2019.0,1
948,PLA 0923,PRO 0924,ASA MORENA,450974.0,8910981.0,ARIQUEMES,72,"RO-421, LINHA C 70",,71,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,185,16,25.0,5.0,,711,1.11,,0.0,,,,,,2019.0,5,H,,1285.0,APP DIV,2019.0,0
949,PLA 0924,PRO 0926,SITIO NOSSA SENHORA APARECIDA,659155.0,8703498.0,ROLIM DE MOURA,5,RO 010 LESTE,26,60-A,0,SINDICATO,BOVINOCULTURA DE LEITE,,72,6,10.0,2.0,CONCLUIDO,0.55,1.53,,1.11,,,,,,2019.0,1,C,,1000.0,APP SAF,2019.0,1
950,PLA 0925,PRO 0927,CHACARA BENEZIA,627463.0,8703334.0,ROLIM DE MOURA,18,RO 010 OESTE,5.5,05-A,0,SINDICATO,HORTICULTURA,,,,,,,0.15,0.8,,4.08,1,C,,250,RL SAF,2019.0,,,,,,2019.0,0
951,PLA 0926,PRO 0928,SITIO NOSSA SENHORA APARECIDA,645030.0,8689659.0,ROLIM DE MOURA,,LINHA 196 SUL,14,,0,SINDICATO,BOVINOCULTURA DE CORTE,,,,,,,,,,1.53,,,,,,2019.0,5,H,,700.0,APP DIV,2019.0,0
952,PLA 0927,PRO 0929,SITIO TRES IRMÃOS,649513.0,8715664.0,ROLIM DE MOURA,,LINHA 200 NORTE,12,,0,ASSOCIAÇÃO,LAVOURA,,,,,,,,,,0.8,,,,,,2019.0,5,H,,,APP DIV,2019.0,0
953,PLA 0928,PRO 0930,RANCHO YURI,641198.0,8716387.0,ROLIM DE MOURA,11,LINHA 192 NORTE,13,81-A,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,60,0,0.0,2.0,CONCLUIDO,2,4.68,,0.0,,,,,,2019.0,1,A,,3500.0,APP SAF,2019.0,1
954,PLA 0929,PRO 0931,SITIO DAS PAINEIRAS,616786.0,8710675.0,ROLIM DE MOURA,23,LINHA 168 NORTE,7,93-A,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,256,10,30.0,7.0,CONCLUIDO,1.2,2.87,,0.0,,,,,,2019.0,1,D,,2800.0,APP SAF,2019.0,1
955,PLA 0930,PRO 0932,CHACARA BOA ESPERANCA,627436.0,8703272.0,ROLIM DE MOURA,18,RO 010 OESTE,5.5,05-A,0,SINDICATO,LAVOURA,,,,,,,0.775,2.0,,4.68,2,B,D,1200,RL SAF,2019.0,,,,,,2019.0,0
956,PLA 0931,PRO 0933,CHACARA APARECIDA,636929.0,8693159.0,ROLIM DE MOURA,14,LINHA 188 SUL,10,25-A,0,SINDICATO,LAVOURA,,,,,,,1,,1.35,2.87,3,E,B,1000,RL SAF,2019.0,,,,,,2019.0,0
957,PLA 0932,PRO 0934,ESTANCIA PRIMAVERA,609277.0,8706570.0,NOVO HORIZONTE DO OESTE,25,160 NORTE,3,10B,0,STTR,BOVINOCULTURA DE CORTE,,,,,,,0.3,,0.46,2.0,1,B,,,RL SAF,2019.0,,,,,,2019.0,0
958,PLA 0933,PRO 0935,SITIO SERRA DO SUCEGO,536888.0,8899076.0,ARIQUEMES,1,"RO-257, LINHA C 60, P.A MIGRANTE",42,25,0,ASSOCIAÇÃO,LAVOURA,,200,12,60.0,5.0,,442,1.94,0.8,1.35,1,B,,600,RL SAF,2019.0,1,A,,300.0,APP SAF,2019.0,0
959,PLA 0934,PRO 0936,SITIO 4 IRMAOS,537230.0,8901576.0,ARIQUEMES,1,"RO-257, LINHA C 60, P.A MIGRANTE",42,,0,ASSOCIAÇÃO,CAFEICULTURA,,,,30.0,2.0,,380,,,0.46,3,CAFE,,,RL SAF,2019.0,1,A,,200.0,APP SAF,2019.0,0
960,PLA 0935,PRO 0937,,449718.0,8911298.0,ARIQUEMES,71,"RO-421, LINHA C 70",,78/A,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,,,,,,830,,1.28,2.74,1,B,,1500,RL SAF,2019.0,,,,,,2019.0,0
961,PLA 0936,PRO 0938,SITIO BOA ESPERANCA,536007.0,8903334.0,ARIQUEMES,1,"RO-257, LINHA C 60, P.A MIGRANTE",42,62,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,135,15,10.0,4.0,,275,8.36,,0.0,,,,,,2019.0,1,C,,500.0,APP SAF,2019.0,0
962,PLA 0937,PRO 0939,SITIO DOIS IRMAOS,536828.0,8899924.0,ARIQUEMES,1,"RO-257, LINHA C 60, P.A MIGRANTE",42,22,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,167,12,20.0,5.0,,1395,4.9,,1.28,2,A,B,2222,RL SAF,2019.0,1,A,,300.0,APP SAF,2019.0,0
963,PLA 0938,PRO 0940,,450584.0,8911049.0,ARIQUEMES,72,"RO-421, LINHA C 70, TV: B 10",,73,0,ASSOCIAÇÃO,APICULTURA,,,,,,,1032,,1.96,8.36,1,B,,1866,RL SAF,2019.0,,,,,,2019.0,0
964,PLA 0939,PRO 0941,,450584.0,8911049.0,ARIQUEMES,72,"RO-421, LINHA C 70, TV: B 10",,73,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,240,8,20.0,6.0,,1032,9.04,1.6,4.9,1,B,,1866,RL SAF,2019.0,,,,,,2019.0,0
965,PLA 0940,PRO 0942,,450584.0,8911049.0,ARIQUEMES,72,"RO-421, LINHA C 70, TV: B 10",,73,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,1033,,2.1,1.96,1,B,,1868,RL SAF,2019.0,,,,,,2019.0,0
966,PLA 0941,PRO 0943,SITIO PARAISO,455394.0,8910981.0,ARIQUEMES,72,"RO-421, LINHA C 70, TV: B 10",,49,0,ASSOCIAÇÃO,URUCUM,,,,,,,332,,0.65,10.64,1,B,,600,RL SAF,2019.0,,,,,,2019.0,0
967,PLA 0942,PRO 0944,SITIO CASTELO DE PEDRA,457360.0,8909983.0,ARIQUEMES,72,"RO-421, LINHA C 70",,39,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,212,11,20.0,6.0,,1106,1.84,,2.1,,,,,,2019.0,2,A,B,2000.0,APP SAF,2019.0,0
968,PLA 0943,PRO 0945,ESTANCIA MARAJO 1,461628.0,8906289.0,ARIQUEMES,72,"RO-421, LINHA C 65",,18,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,160,6,5.0,4.0,,1659,3.0,0.8,0.65,1,A,,,RL SAF,2019.0,1,A,,,APP SAF,2019.0,0
969,PLA 0944,PRO 0946,,448073.0,8911075.0,ARIQUEMES,72,"RO-421, LINHA C 70",,85,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,145,7,5.0,4.0,,442,4.0,,1.84,,,,,,2019.0,1,A,,800.0,APP SAF,2019.0,0
970,PLA 0945,PRO 0947,SITIO VALE ENCANTADO II,455932.0,8906208.0,ARIQUEMES,72,"RO-421, LINHA C 65",,46,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,240,8,20.0,6.0,,1742,5.15,,3.8,,,,,RL SAF,2019.0,2,A,C,3150.0,APP SAF,2019.0,0
971,PLA 0946,PRO 0948,,459842.0,8900277.0,ARIQUEMES,2,"RO-421, LINHA C 60",28,39,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,79,3,10.0,2.0,,277,0.4,,4.0,,,,,,2019.0,2,A,C,500.0,APP SAF,2019.0,0
972,PLA 0947,PRO 0949,SITIO BOA CONQUISTA,535867.0,8905117.0,ARIQUEMES,1,"B-90, ASSENTAMENTO MIGRANTE",,7,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,192,5,20.0,5.0,,80,5.0,,5.15,,,,,,2019.0,2,A,C,150.0,APP SAF,2019.0,0
973,PLA 0948,PRO 0950,SITIO TRES IRMAOS,535984.0,8902885.0,ARIQUEMES,,"B-90, ASSENTAMENTO MIGRANTE",,64,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,252,4,50.0,6.0,,3270,1.72,1.5,0.4,2,B,C,1670,RL SAF,2019.0,1,A,,2000.0,APP SAF,2019.0,0
974,PLA 0949,PRO 0951,SITIO MICA,536037.0,8904393.0,ARIQUEMES,,"B-90, ASSENTAMENTO MIGRANTE",,65-A,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,CAFEICULTURA,232,10,50.0,6.0,,375,6.31,0.33,5.0,2,A,B,380,RL SAF,2019.0,1,A,,300.0,APP SAF,2019.0,0
975,PLA 0950,PRO 0952,SITIO ATALAIA,455253.0,8906509.0,ARIQUEMES,72,"RO-421, LINHA C-65/TV: B-10",,50,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,236,15,75.0,6.0,,221,2.33,,3.22,,,,,,2019.0,1,A,,400.0,APP SAF,2019.0,0
976,PLA 0951,PRO 0953,SITIO NOVA JERUSALEM,536778.0,8900339.0,ARIQUEMES,,"B-90, ASSENTAMENTO MIGRANTE",,21,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,216,11,90.0,5.0,,775,1.42,0.41,6.64,1,B,-,900,RL SAF,2019.0,1,A,,500.0,APP SAF,2019.0,0
977,PLA 0952,PRO 0954,TERRA BOA,575587.0,8842172.0,JARU,SERINGAL CURRALINHO,614,15,10/C,0,STTR,BOVINOCULTURA DE CORTE,,35,2,20.0,1.0,CONCLUIDO,0.94,0.18,,2.33,,,,,,2019.0,2,C,D,170.0,APP SAF,2019.0,1
978,PLA 0953,PRO 0955,SITIO SANTA IZABEL,528638.0,8807876.0,JARU,72,630,50,25/A,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,CAFEICULTURA,54,2,20.0,2.0,CONCLUIDO,0,0.2,,1.83,,,,,,2019.0,1,A,,220.0,APP SAF,2019.0,1
979,PLA 0954,PRO 0956,SITIO BRAGA,519304.0,8802282.0,JARU,72,628,65,96/B,0,STTR,BOVINOCULTURA MISTA,,340,12,150.0,8.0,CONCLUIDO,0.221,2.44,,0.18,,,,,,2019.0,1,A,,400.0,APP SAF,2019.0,1
980,PLA 0955,PRO 0957,SITIO NOVA ESPERANÇA,560794.0,8841606.0,JARU,65,BR 364,4.5,102,0,STTR,BOVINOCULTURA DE CORTE,,302,10,50.0,8.0,CONCLUIDO,1189,3.04,,0.2,,,,,,2019.0,2,A,C,2150.0,APP SAF,2019.0,1
981,PLA 0956,PRO 0958,,536374.0,8902530.0,ARIQUEMES,1,"RO-257, LINHA C 60, P.A MIGRANTE",42,58/A,0,STTR,BOVINOCULTURA DE CORTE,,96,4,5.0,3.0,,600,,0.85,2.44,1,A,,1111,RL SAF,2019.0,,,,,,2019.0,0
