,COD_PLA,COD_PRO,Farm,X_UTM,Y_UTM,County,GLEBA,LINHA,KM,LOTE,Num_Visits,ASSOCIAÇÃO / STTR,Main_Activity,Secondary_Activity,Piles,Columns,Tensioners,Wire_rolls,Isolation,Carbonate,APP_Area,RL_Area,Total_Area,Group_RL,CultureI_RL,CultureII_RL,Seedlings_RL,Method_RL,Year_RL,Group_APP,CultureI_APP,CultureII_APP,Seedlings_APP,Method_APP,Year_APP,Concluded_Isolation
1423,PLA 1731,PRO 1376,CHACARA VITORIA,508897.0,8946472.0,RIO CRESPO,,RO-205,77,44,0,ASSOCIAÇÃO,AGRICULTURA,,,,,,,,,,0.0,N,N,,0,N,2020.0,N,N,N,0.0,N,2020.0,0
1424,PLA 1732,PRO 1377,SITIO LAGO AZUL,507549.0,8946758.0,RIO CRESPO,,RO-205,77,38,0,ASSOCIAÇÃO,AGRICULTURA,,,,,,,,,,0.0,1,B,-,2145,RL SAF,2020.0,-,-,-,0.0,-,2020.0,0
1425,PLA 1733,PRO 1378,BOM FUTURO,539363.0,8954102.0,CUJUBIM,,B-94,20,,0,ASSOCIAÇÃO,AGRICULTURA,,,,,,,,,,0.0,N,N,-,0,RL SAF,2020.0,-,-,-,0.0,-,2020.0,0
1426,PLA 1734,PRO 1379,CHACARA RANCHO ALEGRE,489329.0,8954977.0,ITAPUÃ DO OESTE,-,ESTRADA DA CACHOEIRINHA,573,-,0,ASSOCIAÇÃO,AGRICULTURA,,,,,,,,,,0.0,3,E,B,754,RL SAF,2020.0,-,-,-,0.0,-,2020.0,0
1427,PLA 1735,PRO 1380,SITIO QUATRO IRMÃOS,539079.0,8871263.0,ARIQUEMES,1,"BR 364, LINHA C 19, P.A 14 DE AGOSTO",8,9,0,ASSOCIAÇÃO,OLERICULTURA,,,,,,,0.74,,,0.0,3,E,B,1480,RL SAF,2020.0,-,-,-,0.0,-,2020.0,0
1428,PLA 1736,PRO 1381,SITIO SÃO JORGE,539225.0,8871403.0,ARIQUEMES,1,"BR 364, LINHA C 19, P.A 14 DE AGOSTO",-,8/A,0,ASSOCIAÇÃO,OLERICULTURA,FRUTICULTURA*,,,,,,0.25,,,0.0,5,H,-,500,RL DIV,2020.0,-,-,-,0.0,-,2020.0,0
1429,PLA 1737,PRO 1382,,603349.0,8815737.0,OURO PRETO DO OESTE,6,166,,10,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,,,,,,,,,0.0,,,,,,2020.0,,,,,,2020.0,0
1430,PLA 1738,PRO 1383,BELA VISTA,599218.0,8816971.0,OURO PRETO DO OESTE,5,166,24,22E,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,,0.0,-,-,-,0,-,2020.0,1,A,-,400.0,APP SAF,2020.0,0
1431,PLA 1739,PRO 1384,MEU TESOURO MEU PARAISO,611454.0,8843952.0,OURO PRETO DO OESTE,30,204,,103A,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,,0.0,-,-,-,0,-,2020.0,1,A,-,500.0,APP SAF,2020.0,0
1432,PLA 1740,PRO 1385,VANEVA,611145.0,8843920.0,OURO PRETO DO OESTE,29,204,,102,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,,0.0,-,-,-,0,-,2020.0,5,H,-,600.0,APP DIV,2020.0,0
1433,PLA 1741,PRO 1386,PORTAL,607652.0,8832306.0,OURO PRETO DO OESTE,29,204,,49,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,,,,,,,,,0.0,-,-,-,0,-,2020.0,2,A,B,800.0,APP SAF,2020.0,0
1434,PLA 1742,PRO 1387,-,460352.0,8906239.0,ARIQUEMES,72,"RO 421, LINHA C 65 PAD MAL DULTRA",,22,0,,BOVINOCULTURA DE CORTE,,,,,,,0.556,,,0.0,-,-,-,0,,2020.0,5,H,-,1111.0,APP DIV,2020.0,0
1435,PLA 1743,PRO 1388,SITIO VISTA VERDE,537077.0,8901103.0,ARIQUEMES,1,"RO 257, KM 42 P.A MIGRANTE",,48,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,,0.0,2,A,B,410,RL SAF,2020.0,2,A,C,900.0,APP SAF,2020.0,0
1436,PLA 1744,PRO 1389,SITIO TRÊS IRMÃOS,438151.0,8911484.0,ARIQUEMES,,"RO 421, LINHA C 70, TV B0, MARCAÇÃO BELMONTE",,,0,,BOVINOCULTURA DE LEITE,,,,,,,0.425,,,0.0,-,-,-,0,,2020.0,5,H,-,850.0,APP DIV,2020.0,0
1437,PLA 1745,PRO 1390,SITIO TERRA BOA,536904.0,8938377.0,RIO CRESPO,BURAREIRO,C-100 ASS TERRA BOA,37,14,0,OUTRA,BOVINOCULTURA DE CORTE,BOVINOCULTURA DE LEITE,,,,,,,,,0.0,3,E,B,1420,RL SAF,2020.0,2,A,C,1000.0,APP SAF,2020.0,0
1438,PLA 1746,PRO 1391,CHACARA DEUS ME DEU,505777.0,8947094.0,CUJUBIM,44,RO-205 ASS 2 DE JULHO,,37,0,ASSOCIAÇÃO,AGRICULTURA,,,,,,,,,,0.0,3,E,B,3123,RL SAF,2020.0,-,-,-,0.0,-,2020.0,0
1439,PLA 1747,PRO 1392,RANCHO DO VALLE,612962.0,8721872.0,CASTANHEIRAS,25,164 NORTE,18,70,0,STTR,BOVINOCULTURA DE CORTE,,210,8,0.0,0.0,,0.75,,,0.0,-,-,-,0,,2020.0,5,H,-,1500.0,APP DIV,2020.0,0
1440,PLA 1748,PRO 1394,SÍTIO SÃO PEDRO,608250.0,8754336.0,PRESIDENTE MÉDICI,AGROVILA 1,4ª LINHA ASSENTAMENTO CHICO MENDES 1,,5,0,STTR,BOVINOCULTURA DE LEITE,,69,8,0.0,3.0,,0.04,,,0.0,,,,,,2020.0,2,C,D,80.0,APP SAF,2020.0,0
1441,PLA 1749,PRO 1395,SÍTIO BOA ESPERANÇA,608425.0,8754184.0,PRESIDENTE MÉDICI,AGROVILA 1,4ª LINHA ASSENTAMENTO CHICO MENDES 1,,7,0,STTR,BOVINOCULTURA DE LEITE,,,,,,,0.16,,,0.0,,,,,,2020.0,2,A,D,320.0,APP SAF,2020.0,0
1442,PLA 1750,PRO 1396,CHACARA DO JAPONÊS,621037.0,8689091.0,ROLIM DE MOURA,22,172 SUL,14.5,34,0,STTR,CAFEICULTURA,FRUTICULTURA*,,,,,,0.65,,,0.0,1,B,-,1333,RL SAF,2020.0,-,-,-,0.0,-,2020.0,0
1443,PLA 1751,PRO 1397,SANTA HELENA,639026.0,8814240.0,JI-PARANÁ,36,74,,25,0,STTR,BOVINOCULTURA DE CORTE,,210,16,20.0,6.0,,0.6,,,0.0,0,-,-,0,-,2020.0,1,A,-,1890.0,APP SAF,2020.0,0
1444,PLA 1752,PRO 1398,SÍTIO ÁGUAS BOAS,641126.0,8708486.0,ROLIM DE MOURA,11,192 NORTE,5.5,96-B,0,STTR,BOVINOCULTURA DE CORTE,BOVINOCULTURA DE LEITE,70,4,20.0,2.0,,2.22,,,0.0,3,E,D,4440,RL SAF,2020.0,-,-,-,0.0,-,2020.0,0
1445,PLA 1753,PRO 1399,BOA FÉ,660378.0,8791180.0,JI-PARANÁ,3,98,,60,0,STTR,BOVINOCULTURA DE LEITE,CAFEICULTURA,,,,,,,,,0.0,,,,,,2020.0,,,,,,2020.0,0
1446,PLA 1754,PRO 1400,CHACARA DAS OLIVEIRAS,621200.0,8797696.0,JI-PARANÁ,,ESTRADA NAZARÉ,,35,0,STTR,BOVINOCULTURA DE CORTE,FRUTICULTURA,0,0,0.0,0.0,,0.2,,,0.0,2,A,C,355,RL SAF,2020.0,2,A,C,345.0,APP SAF,2020.0,0
1447,PLA 1755,PRO 1401,SITIO EVANDRO CESAR,527434.0,8901902.0,ARIQUEMES,BURAREIRO,"RO 257, LINHA C 60",34,1,0,,BOVINOCULTURA MISTA,,,,,,,,,,0.0,-,-,-,0,RL SAF,2020.0,-,-,-,0.0,APP DIV,2020.0,0
1448,PLA 1756,PRO 1402,SITIO BOM JESUS,485861.0,8961807.0,ITAPUÃ DO OESTE,-,BR 364,128,-,0,STTR,AGRICULTURA,-,,,,,,,,,0.0,-,-,-,0,-,2020.0,2,B,C,5930.0,APP SAF,2020.0,0
1449,PLA 1757,PRO 1403,SITIO BEIRA RIO,568720.0,8932372.0,MACHADINHO D'OESTE,3,LU 02,-,75,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,-,,,,,,,,,0.0,2,A,B,1133,RL SAF,2020.0,-,-,-,0.0,-,2020.0,0
1450,PLA 1758,PRO 1404,SITIO BOA ESPERANÇA,582781.0,8939242.0,MACHADINHO D'OESTE,2,MP 27,-,1003,0,ASSOCIAÇÃO,CAFEICULTURA,-,,,,,,,,,0.0,1,B,-,1400,RL SAF,2020.0,-,-,-,0.0,-,2020.0,0
1451,PLA 1759,PRO 1405,SITIO ESTRELA VERDE,585886.0,8938132.0,MACHADINHO D'OESTE,2,MA 05,-,1022,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,-,0,0,0.0,0.0,,0.55,,,0.0,1,B,-,567,RL SAF,2020.0,-,-,-,0.0,-,2020.0,0
1452,PLA 1760,PRO 1406,SITIO NOVA ESPERANÇA,577907.0,8927786.0,MACHADINHO D'OESTE,3,LU 09,-,181,0,ASSOCIAÇÃO,CAFEICULTURA,-,,,,,,,,,0.0,1,B,-,1000,RL SAF,2020.0,-,-,-,0.0,-,2020.0,0
1453,PLA 1761,PRO 1407,SITIO TICO TICO,472515.0,8960493.0,ITAPUÃ DO OESTE,-,120,11,-,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,-,,,,,,,,,0.0,1,A,-,1958,RL SAF,2020.0,-,-,-,0.0,-,2020.0,0
1454,PLA 1762,PRO 1409,CHACARA NOVA ESPERANÇA,579150.0,8926024.0,MACHADINHO D'OESTE,3,"RO 257, TRAV. VALDOMIRO",-,15,0,ASSOCIAÇÃO,OLERICULTURA,-,,,,,,,,,0.0,1,B,-,1600,RL SAF,2020.0,-,-,-,0.0,-,2020.0,0
1455,PLA 1763,PRO 1410,CHACARA BELA VISTA,467114.0,8960793.0,ITAPUÃ DO OESTE,-,"120, TRAV.B20",-,-,0,ASSOCIAÇÃO,-,-,,,,,,,,,0.0,1,B,-,3318,RL SAF,2020.0,-,-,-,0.0,-,2020.0,0
1456,PLA 1764,PRO 1411,SITIO JOSE E NETA,610796.0,8996670.0,MACHADINHO D'OESTE,3,LJ 30,-,151,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,-,,,,,,,,,0.0,3,E,B,2753,RL SAF,2020.0,-,-,-,0.0,-,2020.0,0
1457,PLA 1765,PRO 1412,CHACARA BOM JESUS,467695.0,8960545.0,ITAPUÃ DO OESTE,-,"120, TRAV.B20",-,-,0,ASSOCIAÇÃO,FRUTICULTURA,-,,,,,,,,,0.0,1,B,-,3163,RL SAF,2020.0,-,-,-,0.0,-,2020.0,0
1458,PLA 1766,PRO 1413,SITIO ITAPUÃ,467997.0,8960426.0,ITAPUÃ DO OESTE,-,"120, TRAV.B20",-,-,0,ASSOCIAÇÃO,FRUTICULTURA,-,,,,,,,,,0.0,1,B,-,3008,RL SAF,2020.0,-,-,-,0.0,-,2020.0,0
